Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,test_mse,test_r2
2023-09-11 17:43:49,4.8min,afde697e983c41499ba3dc49d103eb36,method-mini-lr-0.0001-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.358343755472341,-0.1756502423107118
2023-09-11 19:10:43,4.8min,4373ebdd6cc446eeb9bbf7dae3729c3b,method-mini-lr-0.0001-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.3565981927242796,-0.1757911631010587
2023-09-11 19:20:13,4.2min,c5bc0ab4b29d44a3acc8a65a774e7996,method-mini-lr-0.001-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.3565843432159617,-0.17597348188585005
2023-09-11 17:52:46,7.8min,6033d47e81d848a6ab545b4db3f0f979,method-mini-lr-0.001-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.3584798521961905,-0.176081893397513
2023-09-11 16:36:43,4.2min,718ad1d32d6e4a04a3afcee311bfd234,method-batch-lr-0.01-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.658514055113216,-0.1814416792419007
2023-09-11 18:05:07,4.6min,4c2d1a31ca92438cb2424f8f7e4711d5,method-batch-lr-0.01-reg-Lasso,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,2.656271851466079,-0.18153100660226307
2023-09-11 16:31:12,2.0min,a941a7bc0e924df5b9ddeff80d7f6230,method-mini-lr-0.001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.8515101229923605,-0.18259610225265144
2023-09-11 15:46:51,4.0min,3ba623772e214fd5b516835c467b50a6,method-mini-lr-0.0001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,8.741966922290125,-0.2915323128923182
2023-09-11 16:33:14,3.5min,8b9d452ff9b744f187ffdef589c84281,method-mini-lr-0.0001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,9.090540726018325,-0.30503380139431324
2023-09-11 15:44:47,2.1min,46fc2ec8dd894cc38bf8defd74660923,method-mini-lr-0.001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,9.62008340482657,-0.33386199338483546
2023-09-11 15:53:44,4.5min,4fe2a3d8371940d8b21ba01905c39fc8,method-batch-lr-0.001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,10.360443973914764,-0.3703128932687094
2023-09-11 14:10:47,3.2min,1cf0ada0d28545e7ab1d4c2c203d31d9,method-batch-lr-0.001-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,10.333504434537542,-0.3713514135643001
2023-09-11 16:02:58,2.7min,7ebc11d0d51f44bb9fefd720475d6023,method-batch-lr-0.01-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,10.359078377666446,-0.39126749520104975
2023-09-11 14:17:33,3.7min,8994acb7dc004c8daf8f62a55e42d67a,method-batch-lr-0.01-reg-Polynomial,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,10.329991998563896,-0.3922205118613149
2023-09-11 20:37:35,2.7min,cc855e22416847e6b62f86b1f0fb17cc,method-mini-lr-0.001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.843780886281205,-1.1060876909886135
2023-09-11 21:40:36,2.6min,6fbd5ee8d28c4579871a78db6b021197,method-mini-lr-0.001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.801948026981234,-1.1110335584549853
2023-09-11 19:29:12,4.4min,f7c9a9a4d4354352a8cdcf57886672cb,method-batch-lr-0.01-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.723392915720022,-1.1208681638978168
2023-09-11 20:44:18,3.9min,2e4000e4bad747d98aada63d5583ea1d,method-batch-lr-0.01-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.722179270360794,-1.1212885403235173
2023-09-11 20:31:10,3.7min,93eda5eba73343e280837e282aa8ebb4,method-mini-lr-0.0001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.617063095794638,-1.1485469218770432
2023-09-11 21:34:38,4.0min,0bc9399bab084f54bd91d3f3319cea55,method-mini-lr-0.0001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.616344134469666,-1.1488592735625245
2023-09-11 20:14:58,5.8min,8b2c68430b43470cbb8cb82d7ca1725b,method-sto-lr-0.01-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.274288318379577,-1.1787515833402482
2023-09-11 20:23:12,2.8min,22343d954b064eeaa364c8fa7f96069f,method-sto-lr-0.0001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.472487022278386,-1.1983820041017612
2023-09-11 21:27:28,3.4min,b4efdbc8da7342e183e473aae46a77df,method-sto-lr-0.0001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.409960287585568,-1.2220534735251443
2023-09-11 21:33:28,1.2min,708fac276e6e4e35b5af9a0e53c71889,method-mini-lr-0.001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.374951269973071,-1.236417474290545
2023-09-11 20:25:58,4.0min,cff3d659ee914bf8b1720bdb3823e8d8,method-mini-lr-0.01-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.322926889211092,-1.2429506838549327
2023-09-11 20:29:58,1.2min,bf9f35e5e8b8455b80b07064e3a2ad4b,method-mini-lr-0.001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.356247870263522,-1.243402957683399
2023-09-11 21:38:39,2.0min,f7c41513efa940f8a1addd39e902418b,method-mini-lr-0.01-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.35071925327984,-1.2488450359043632
2023-09-11 20:34:49,2.8min,39a218df87b4471884e21d499408ef8b,method-mini-lr-0.01-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.337734681966242,-1.2494760001333023
2023-09-11 21:25:23,2.1min,275af8ff191447a89bae2f45109fb3d1,method-sto-lr-0.001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.351836214884707,-1.2538626429879116
2023-09-11 20:10:51,4.1min,e2d9040127a040f5bd87ee74514c9687,method-sto-lr-0.0001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.346048123774854,-1.2540369372809401
2023-09-11 21:18:21,1.5min,cb1f228156aa4eaabd994c2a1ea3eb76,method-sto-lr-0.0001-reg-Ridge,LOCAL,/Users/shafisourov/anaconda3/envs/Computer-programming/lib/python3.11/site-packages/ipykernel_launcher.py,chaky,FINISHED,4.350800444205979,-1.2544899991293148
